pnl,user,baseAssetAmount,quoteAssetAmountAfter,quoteEntryAmount,settlePrice,txSig,slot,datetime,marketIndex,explanation,programId
19.561252,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,397.0,-370.958388,-313.154273,0.934404,3NqLB1KbYzuRUnztWSUNpNEGNPYtR2A1ujGyRXMUP2ZhYUK9bts2NxpYN2zp5o6KWTQ2sRPoWGop73Wwed4aEQQP,248413192,2/15/2024  5:03:24 PM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
22.161749,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,397.0,-393.572302,-313.154273,0.991366,2DFUAr2bSSDzjzcH3d4T2aXGR2WMgP8WPpbpxNmSnWCqcGw7ojtC5HN8z1aXFFE2Zcn9BYoPModstoJqC7AnEKmC,248472639,2/15/2024  11:58:40 PM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
13.044572,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,370.0,-344.08964,-307.574891,0.929972,4cbyX9wtTtjEd98UUwvD6wnmVVtNzhotakfKg9wW7CqK4Q3iUKB2Y3efsENDE3TeX1bZtakg5ixL4aejoS7HUkMx,248509387,2/16/2024  4:15:16 AM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.037,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,370.0,-344.12664,-307.574891,0.930072,39UmtA5gxxC2LRUtyFJgXaPss48zqpDP9yE7K2CZjnKDMkRZeoWnmpmVv5vdWBvs4DQ7885V12EeCUU21ayuvZpV,248509451,2/16/2024  4:15:44 AM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-23.930777,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,397.0,-370.008764,-313.154273,0.932012,2V2Y1EXEy3YgMMVkj5Jc3qo1VXdXdMLgXzp3EcfEJgZoDwxK8wEie22qSAEnapEkCf7xLPoUjyeVGAVPtr3FApAM,248612269,2/16/2024  4:17:43 PM,21,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-22.306592,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-305.76546,-327.7069,13.2366,53MgBnUoN97W3WeEjW88K5EVwq4ZWeGMDeEDVPZhhRBPrZ6Wz2qX58wpurksucZRMMirpNH9eRBHe86Pg4xjJKxa,248670687,2/16/2024  11:10:09 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.3927,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-305.37276,-327.7069,13.2196,63zRLu7aCdNQ38Q7EHd812kAQrxoAKuRRT3CcMjrJjT49NwzjjLE6jK7ioCe8irKuuMjJCLnSWBEZHdeUw2cHrNR,248670797,2/16/2024  11:10:57 PM,4,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-25.501956,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,304.0,-178.893968,-104.706333,0.588467,2ouAg6XjSCAaYY5TQuSo2ji2bwhvVsA1ziJLFHEPnYrUgyvZSVDikMdjzXDq2544yQSg2u1z9aQVbEAuRJUtcJSj,248800279,2/17/2024  2:14:21 PM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-11.977561,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-293.95674,-327.7069,12.7254,KbyRc1HQReMGGeinxmDF6zZvxZ9DMN4iJC95nmzEjgvPVDfvWB6SK3kH6qmZUKhiBcizBALeqNkAnpVYiChveBj,248818321,2/17/2024  4:22:25 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-8.899814,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-292.44763,-327.892,2.182445,2pXBZQXxDAv37bKomou5YMPnaj4aRFkVXsnD8MypjdAZYDEmkGdtVMhYwaVyBYiP1WKHhh9fURn48uqJbbz7Gz1n,248843508,2/17/2024  7:16:56 PM,20,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
29.563383,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-322.25995,-327.892,2.404925,4zqbvKLxEjuXxfVKnvjzyK7saQHcKPh4ev5ZQ5HAosTqqEyDmUj5jenXGJCkQqDK8V9FUfBW84i2wj7XnNghR9CB,249191165,2/19/2024  12:16:44 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.56615,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-322.8261,-327.892,2.40915,5JuERnxcd9xN4cdwAadvNX1z1cu8Xc28wPPbSg2tbEKhCR6F5qbmLSw6QLFNjiEQs26ePxpotFCXpZ4aj5o1oYDC,249191327,2/19/2024  12:17:53 PM,20,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
15.420471,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,370.0,-362.92708,-307.574891,0.980884,4BwmsU882XruCbBKW79YJAbCpsn9DadXZxb85paFiRZVjrL2zbpvqaSaUca3Ue3SoMrFf2wHMiJ4hn9YHuS1u1QG,249258374,2/19/2024  8:16:47 PM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.148,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,370.0,-362.77908,-307.574891,0.980484,uMHHkGouFTHuM2Ad2UypEigfL5yKeKToTvafZeUEtndb59QkcaoSPFQJCrXkSavKSkWxisemerHbvGWkjHNZoAr,249258439,2/19/2024  8:17:17 PM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-22.505199,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-300.499556,-327.892,2.242534,4f5GTNhGEddzGmzHfHT52tAHq6PXy7nxcZWDHnisQq8xYQJb5uATnfrzmmsNYdvXvKXgFp51S7ZSLHPPiCxcP4nq,249275718,2/19/2024  10:20:31 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.373458,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-300.126098,-327.892,2.239747,3WV27dzeQeDv3KdUQrdViD7BayoWbpzALsDxCzjhQ2QFgi7P9tenjCTesyg2AfaVUiWg2VZBMtkGK5rghK1G2U3i,249275892,2/19/2024  10:21:46 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-11.244304,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,397.0,-360.773353,-313.154273,0.908749,X7M4kuCdPdLpgHp63wobVbsPrTCNPafCq23xaViqTKidmcwgdV6a8DKtc8zaGU2MJ2kznz3SusrMRcHqkVr2rxr,249299901,2/20/2024  1:14:01 AM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.399382,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,397.0,-361.172735,-313.154273,0.909755,4kLgPRsxbaJX2J8xe7PULMGJqj46Tqe8HL6kcTjwAYpHyKNgtN4F1pdYCeJjkDeVwb2zKiwLQa4KCSwcMPtEnJZt,249300006,2/20/2024  1:14:43 AM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
9.271159,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-309.418328,-327.892,2.309092,YGY7MURFWQ5VSk5BTQtv4oxM5ie8CgbrAws2xG8xiNx8tvLQXA3ZRev4i3chWEK5QMMFRX3YX1QwbkvwyEQLB5h,249335303,2/20/2024  5:24:52 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.59965,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-310.017978,-327.892,2.313567,2KHojkCfN2U39Gw3qSnrZyegdbtuug1HjEXFUfMSN31mG6kw6semoc24MwcGLz7VTAzyJZEr6itW39mpBCkSdvtw,249335377,2/20/2024  5:25:24 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-1.256412,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,0.906686,2keo7JMjMvXkqPd5SYEkCfBmqEPYEzhJyCs4DPhjVF4VjYfd81ZZxLSENKBRrKeK3h3QP5z6Xom2sgUaxpqAr3df,249366360,2/20/2024  9:02:30 AM,21,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-3.809799,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,0.0,0.0,0.0,0.972602,cwW5uPisdwxtpaXvomXV1sDHR79kpmEnWQxUfsGVcuGFqCBFfvxPbrqqhoePF2v9YH1zsZmbqeApQBufquxckRZ,249366628,2/20/2024  9:04:22 AM,5,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-23.630168,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-286.421784,-327.892,2.137476,xDfnyxnLDDhR6dkYxtoUucbF4votHSrcJToehUFcwRrKaXhYtCTYHxqsq5Ax6jo1xUikYetDtDd5GCVkTg73d9R,249374211,2/20/2024  9:56:27 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-16.638676,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-280.39473,-327.7069,12.1383,2qEcVACW8DpmfNdh78STENkFp7vzvtYZKE1C68HvY95AKeDrvwLhHSZ8mvXMmbmPAKBbLgYMXFgNVjvGbqP1QvFF,249399580,2/20/2024  12:54:23 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.24717,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-280.6419,-327.7069,12.149,8QiB9wrBn4PrXt9GY5Pkomn1X2V5fYpGWkeaTaB8MVj34kYd6B2B3b96MqW9PGeV3mkdqeashvzrFha1CtgduJp,249399669,2/20/2024  12:55:00 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
15.939474,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-302.431568,-327.892,2.256952,tkVTF2PVCtv8xxByAoFYRgSC5WNbbfAdaWx2MrL5cQzbRtecqAijJK8mrEhXXA6hY3L9mb7ZSqLotBM5pFegy6b,249435788,2/20/2024  5:12:02 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.071556,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-302.503124,-327.892,2.257486,5pchhCa4uJ6JHR9e1C9gKwnJcjQ9gnUosbYu4Xap4AAeME8Lzcv9MBGMnS4ufnrtiyCL4Z9Pb9k2g8SoUUD26caG,249435910,2/20/2024  5:12:55 PM,20,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-25.843006,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,594.0,-292.17375,-307.3948,0.491875,JpUMSjvQDQPcDVtdnX38586p31GHM1WBax6N8FHVYaVwpYG1BpnUyVSGMqR1as4Ek9CYKM1d3GmYCUttAFHWxUX,249480003,2/20/2024  10:25:23 PM,24,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.090882,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,594.0,-292.264632,-307.3948,0.492028,3guf7MEw4oRohxzpdhuZr4tyEq86VT7H6nQHwAsRKhYSV91fwN23R8VKCdaBBoA6nJ6SJLkFaAv3tCWxFSdpLpbB,249480153,2/20/2024  10:26:26 PM,24,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-9.855772,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-292.744976,-327.892,2.184664,5hJaQ7ga27rjR9kGEg7JZLiE1AyWLz8jQ1b8RRphg2TuYJWTB1thoopD1eVQSiPLyG4r85NcgMMi3shEkFmb5ZdU,249487379,2/20/2024  11:17:09 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00603,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-292.751006,-327.892,2.184709,2AR6THZ8eapCCdyPWsLcoRZZQdG9YdJBAGZ6kmVPL4nP6vVuMwGHQoQxwrBHGjNS3CcyogS5hRyUWkp3o35uqLjJ,249487444,2/20/2024  11:17:37 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-12.138395,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,304.0,-168.1576,-104.706333,0.55315,4bzSJqVJa3V9oUZajLECk2arwyu7N5FYGWLWatXZWvHinoDMUSThVAixgceMUjxE7cbX3wPfuXL8VDGwFKLXccLS,249500705,2/21/2024  12:49:00 AM,18,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-18.327827,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-274.50302,-327.892,2.04853,3PXXy9r6CRu2rZy92FYD5EU67eGMMsprCmSARhpJwK2hxQN8Q3SVyk4nHGatQREBFDJGYiN8CZgg2bbVEjM7GPD5,249528971,2/21/2024  4:08:15 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.365016,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-274.138004,-327.892,2.045806,2EFjdDqad27WAngBKGvPdoSUuFAAov6Lioo4XsRQjCk734KBoB8Fk38XwBakPjfXKFENc21zWKfZsTcD6xxfggGL,249529000,2/21/2024  4:08:28 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-13.040737,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-268.51209,-327.7069,11.6239,3bdM5ujUWfwgmNW6XQaLNQXcLHAH3RzhWqJsxVAxNYxLXsouzWiptvsLVYHu3kfo6ejT3PuB1j8TL4vPRsKbPhEd,249536329,2/21/2024  5:00:05 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.02772,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-268.53981,-327.7069,11.6251,2aQdLRTDTGvWAm9RFXDAJgpgKnyJxrLJ99ZaWS8hQsqS1K63x7J1C4A6jPW1Wyu63gD2wEYHHYqywdRCH2AjYaJs,249536409,2/21/2024  5:00:38 AM,4,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
11.191871,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-285.49772,-327.892,2.13058,4uAq8z5X5KKGkK8wQ41zZBC51vA8qzRJ7wutSE2dtTuqzVj4auHbxPxceywXEcxZD768SUbAdeHv6QNh7PXVzLwt,249707556,2/22/2024  1:19:17 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.17018,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-285.6679,-327.892,2.13185,2gKJ5ejjR8NJTQ6Ny2mimZ6ydZSaAGHUjKYuCRnEvEzuGZtkhDSvpttHEZAvKuLE69obkmEL8RPWTzH523t42RVJ,249707683,2/22/2024  1:20:09 AM,20,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-10.835736,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,594.0,-282.15,-307.3948,0.475,46YsezQtPrXPVCsiqRQuhxzWJG3ae4cbfVkVg4FdfDQDmnGUy2fw6Fmz4ecJxfHiHXxsUjuUfTSNuQGA5fajSYTe,249893539,2/22/2024  11:32:58 PM,24,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-10.462311,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-275.127594,-327.892,2.053191,2t3qLjs78AyFQFMhhuGKKpKYBuRDuaWPqLoQrEzgWb8F1ahNULap34c8fTJ7wPGAiKwLgRHqh2NbUB8rHP6W6JR3,249923447,2/23/2024  3:02:55 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.038849,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-275.047328,-327.892,2.052592,37rfkBAU3nSWkr4iQmuAJWg1kg2b31RFbjM7x3WJjqz1abmwDzaEbwzYYQ6STN5zrGC1bgDmKE5943pLMhDP2zuu,249923623,2/23/2024  3:04:11 AM,20,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
-11.408443,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-263.45472,-327.892,1.96608,51c8fZzMYN7Wy71hYvnsRH7JATnS4B1Yxw4m1CRKzNApnmf1U5EfURaXkkpMHkmxZnxfgKVCJNrd1kyywAX4dS8c,250072715,2/23/2024  8:32:18 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-13.087023,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23.1,-256.64793,-327.7069,11.1103,4PAcTzLLbuCpFYvTyvfoSPxbnKy6AMRA7SzHs42wzxwHD8onxeFj1M2Dzuh5DxWQBrRF48i6ZGy7YvMzbQGY1rzh,250075208,2/23/2024  8:49:42 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
11.312392,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-274.80117,-327.892,2.050755,5SAQS9WvcHWfhrTKNdrfZHWTqoo5r1xrNfrs4hYYBTCcwd8XqJvdFw8nQQ9saFGqcypQdbGPvaUrrEHb6XiTLwmy,250120082,2/24/2024  2:00:54 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.011256,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,134.0,-274.812426,-327.892,2.050839,2M1pgEH772sG7yXVDLkuzE7i2att6Nv74FnkMf8DYULqXKb5C3GTVi4Rh59Zu1StqzdB1YrBqprzrwArHhRCVpwb,250120111,2/24/2024  2:01:05 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
8.281156,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,30.3,-348.753,-411.185913,11.51,5sQCmKJoMfiuHh7KadtFACMvxRWCUJqdK2FWykBi9bxoCHh9APzQHNKSqy5aQFK3Rwdpga9W2c5KB5S6K42xdy8d,250126869,2/24/2024  2:47:44 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.02727,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,30.3,-348.78027,-411.185913,11.5109,2yzmN5w8DQJzwoMpYmBhxDogHcZWRN2Nt69cKX3Jdayh3dnudMmTy9bZMzDTCXFE2frHLCec8mDf3ao4NcfVJV8W,250126953,2/24/2024  2:48:19 AM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
21.315867,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,594.0,-303.730614,-307.3948,0.511331,RK5SChxCmCW7ZYxpNNyPNNVVhthG1r3WkZrbm57EeYb7TLFBHugYS2RsHoP6tePauXEcGAbRDAP6GSds2fYzA9S,250147138,2/24/2024  5:11:05 AM,24,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-109.890717,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,7.0,-715.624301,-743.550214,102.232043,5RfzZssY9g9N9kJcyXZ8d74JFp4RcwvScZFsTjupMkTzfCbMwwzyuctk6VYq4A2AoHJNtyGfRsnDE9De4bPnuw8p,250182861,2/24/2024  9:20:53 AM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
11.582393,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,230.0,-485.17925,-526.3336,2.109475,4HDBCa2qvANuSJzq12G1rM6nPGSDkLhkdamhymtvGF8TqBQDMTMPeMnRfhbNzuQT9VCvn2EskDko8KYLXegvAQQx,250207179,2/24/2024  12:12:43 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.89769,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,230.0,-484.28156,-526.3336,2.105572,4YB17CtoPjqvn841RWUM5vmZCK5imK5MoN1LqC6GwXJD7Li5v2hUG1ZTbqRoMexSw4Xhc2HvLVzzjUkxfCpsmetZ,250207335,2/24/2024  12:13:49 PM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-10.882499,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,594.0,-293.055246,-307.3948,0.493359,4cpkTX454bbgbBUMv3tMPwBrqTsHEKWLfo1himZCmKeLgY4xPnDKZYvDSxhwXzEPn2w7ZjHjDg8ASupt1wdJYaLo,250234538,2/24/2024  3:25:15 PM,24,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.091476,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,594.0,-293.146722,-307.3948,0.493513,3s3p1NzSZ5C5HeZviK5V6itJURYz6pJcjCfQPwryXnvEfyU8rhgmttaHyFB9e7r2GJEz6itzi9tH3TRtStw4TDi,250234685,2/24/2024  3:26:17 PM,24,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
8.507082,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,666.0,-375.81381,-303.987333,0.564285,3Qu5wKcY6kSuoai7zbD3JVCNXwn9TwhQXXPEHBmF6d96XC34LHpHzCRwWnju14Rj4fdJFu45sZdKoXKPtpFJZhBL,250245907,2/24/2024  4:46:47 PM,18,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
25.765086,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,674.0,-226.647328,-200.178,0.336272,56421Qh7qZwsKr8z6qyWH59AATrHGomvsntLCiDAMmH9x9iUBpDXJaMyJ1fjqh9PL9iCcEp41V6GCdEn545e6yu4,250390835,2/25/2024  9:22:50 AM,23,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
9.463504,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,32.0,-207.792,-197.624,6.4935,5VadnD4wLboNaMYpUdZq3m5wpmuJAxHsXEmVDAf19fypYd3qB1bNR1VupcY7KT5yB1maVnLEiDcoKMWkRpATHY6E,250390853,2/25/2024  9:22:59 AM,25,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
8.603145,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,7.0,-724.605,-743.550214,103.515,26zYJwTGDnptfonZFygXXR7gP5hqN3vM1guEJ7W4bVBV33gGJtuuQk4QHGy9EaQdoJtYjrsDRgciYeD9btrYdf4G,250390878,2/25/2024  9:23:10 AM,0,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
14.084912,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,30.3,-363.17883,-411.185913,11.9861,4gfWGxf2tXxeuEzZ57PshHTwoN7UGAAw7gJdzMvd6DQe97H26YYzBro65xyeX9se3ojMh75dBXwrhCDBG5NZUqVW,250430928,2/25/2024  2:07:21 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.29391,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,30.3,-362.88492,-411.185913,11.9764,3bHtAFJGNf5Jd5CrAHfCBAEjt4hd9MztZXRiUjY1Gq9CB4E5HAutumuJv8VwGEJenv6pgQU28tWRXvJ7SVzrGogx,250431063,2/25/2024  2:08:19 PM,4,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
17.014037,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,674.0,-243.779734,-200.178,0.361691,B84uCBdCqs12rSqdFW3Ex9AD8zJ1jp7Akq7b1idwhjyqHS9Y48LvxQ5fCnPJXYAyYbwXCFa59whpXNCzPiqL2Kw,250447187,2/25/2024  4:02:32 PM,23,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
14.06938,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,230.0,-498.58687,-526.3336,2.167769,3RTH7pHhm9UeLzyWsCnDSEwtTxCVFLwW9s6mp3n4j3676fDQPCUyV4VgFGxQimojagAWhYuFV9p6hTB6ZuKpNdRJ,250517539,2/26/2024  12:10:26 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-0.49703,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,230.0,-498.08984,-526.3336,2.165608,4QrWMcFcrPDVvk6hR6TybAgpjTKpXkMBLseGAezoMmnikseEuYAT8y2FP99FbXBHSKbdXFkBv1Zh1Zx5VoBc1chT,250517598,2/26/2024  12:10:50 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
3.022746,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,230.0,-501.08122,-526.3336,2.178614,5WiAt9TdHtqRimGDsB1uyetWWn3htsBEKtZUwwpm2eHraUUqRfVpf71Mbo2Nk5ji75Dy8nAJ6cvEWMQH5KtGcYpz,250544563,2/26/2024  3:16:06 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
-1.37172,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,230.0,-499.7095,-526.3336,2.17265,66AgCun5rrY18LWpii4VWrktQsxgtLTydrLYqogVAwei9UFYucoRnHcXPVbxphcqy3wnAC3LHu3U5VgATG16XaGz,250544725,2/26/2024  3:17:14 AM,20,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
