amount,oraclePrice,marketDepositBalance,marketWithdrawBalance,marketCumulativeDepositInterest,marketCumulativeBorrowInterest,totalDepositsAfter,totalWithdrawsAfter,txSig,slot,datetime,depositRecordId,userAuthority,user,direction,marketIndex,explanation,programId
0.3,188.52229,641279.116817933,47546.753074777,1.0255075907,1.0677776874,3883.933776,5245.347856,5WzGsY4BmdDDhGqCdTPC9xKYcLQiYdwdPdT3HfxLZHJkpsWYW2h1Z31y9YnY3d1YNgNoM6aEMaFRqUPEBVFmiDZu,255073254,3/19/2024  12:24:19 AM,9531049,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,1,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
499.534117,1.0,73014391.51794645,40816184.87327735,1.0341632364,1.10379615,4383.467893,5245.347856,4KmQMyPBiEzL8LcSfAFwZoLxKChvUgKrsCSQXMuR1ewdRGy5ddaTUpoa75rGrUkMKhamVNJcyytrXZGpk7xFYC7E,255127230,3/19/2024  6:38:24 AM,9655070,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,0,repayBorrow,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
868.505956,1.0,69097585.43521275,50374570.56835377,1.0347101142,1.1045808947,5251.973849,5245.347856,dKbQRT1n3hcQvSXWFQZAJ1TWqK5FGrEZjgDsWVGD8q2AwqC7DfcLWcBDyA9HEdZpzwk7kEzjFdmA8psS9v3LSft,255281730,3/20/2024  12:43:24 AM,9658616,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,0,repayBorrow,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
2.0,184.247733,675602.448850726,42471.793970844,1.0255094227,1.0678088838,5251.973849,5613.843322,u2jXYGgPzvMHQLEzomHC2M6sL4JATwuFizwgREX1GHV8nk2hMRSzuvyQDWXo6yepNSoUwt7k2bUP69m7VKm7Jp8,255408337,3/20/2024  3:19:26 PM,9536456,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,transfer,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
1.0,184.147866,603742.75870561,42333.885256274,1.0255102944,1.0678241034,5251.973849,5797.991188,45pVGZYRT3KbGC6neTqd5VnjNc9F2KTadBk4NvVP2bDvwA6FnaGmoujAwzCkfe5jx9ZgMvd1xEwoebv1LfHDADmz,255576932,3/21/2024  11:11:20 AM,9538600,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
1.0,176.408897,671611.130935601,43169.806887822,1.0255131659,1.0678788165,5251.973849,5974.400085,2eSZkw6YoFfn37rixH4rxrRqoqzuhpbQV2cV4qYXHkM5M1271PCg5uD9u1RRTrKx9oP1bZoccsLmLNiURzwTEemx,256209642,3/24/2024  2:47:39 PM,9545092,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.25,192.800315,674283.542490216,42617.576943911,1.0255138385,1.0678917852,5251.973849,6022.600163,Jvtq1ebZFzJeWGDPVMbG3Ng5CpBadKY2GQWxugjBfY42wbe9dVbHV8CvMTALdQ4JpAPbWobprErU7jN9E3moHZW,256365569,3/25/2024  9:16:46 AM,9546629,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.5,186.97,721303.729079074,43490.827546017,1.0255161632,1.0679372988,5251.973849,6116.085163,3ZXDRgS1GyoKJUJNfgpD8f5Lozk3BPrrMQMUzSyADQ66FUGh6WtPGJ9hZg8t2axNh83WXpAsddg3T7T9WtY59zJ4,256928447,3/28/2024  3:59:20 AM,9551333,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,transfer,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.101,3619.76661,673.49819599,37.616724858,1.0010372194,1.0076215114,5251.973849,6481.68159,8tVobGJvJ7fvXor4VM39AqCp1jfknKoD5EJjPvKiVjR4XHv1vPmntxvf1JSo2vYFCVHXds7aXNMT8gprRqYB2ki,257497555,3/31/2024  2:10:15 AM,165739,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,4,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
1225.46,1.0,72102397.73113984,49796482.775171176,1.0441176419,1.1183300806,6477.433849,6481.68159,q129SqsNCPmgMZ2S59hGXdeAYxgH4uQ9EjifBUGwh9KNmgQy2kvXWLKhZW2ptdoczotrtD3mX2diDWCxKpMXc8q,257919314,4/2/2024  6:05:15 AM,9734633,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,0,repayBorrow,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
2.0,191.065005,704758.432617682,42630.218888832,1.0255217832,1.0680432984,6477.433849,6863.8116,4i9opLAM3YGXwCscBtRJNhE958QoDK47XpGnZRVmRCBXTVKEx2N4YuPjCmuFi7XeXA8E9xeYP1dUZnbFAm8XGHCx,258138644,4/3/2024  9:27:45 AM,9561587,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,transfer,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
1.0,189.50001,703509.846273006,42616.452588864,1.0255218049,1.0680437472,6477.433849,7053.31161,2NuVDS4EhLvjmLvBm7NiGzZrizm4YpJYpjh188etYjPabR9ejaEDTktNKvg4VemgzLMUWxpYSvAS1eB1yBf5cFmY,258144045,4/3/2024  10:08:05 AM,9561642,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,transfer,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.03,3524.373539,697.730974371,48.073960214,1.0010611745,1.0080010568,6477.433849,7159.042816,3BqTSueANpovhEeqMGYL9pSq8dribHCcwBCiYKbckPMAkFfBCv8TU9rxomX72Lz22tRUKFGurXVrJWbB2iK2FX7u,259306796,4/10/2024  12:04:05 AM,165885,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,4,transfer,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
230.702903,1.0,74880351.02545334,45150320.593221135,1.0494563028,1.12641888,6708.136752,7159.042816,48nRyWsTyzKTTCs3ec18EuDECm3Qfyg9bCn8JQCn5X7XPPjVLGzoBfovZSYgNXjaggVFnphE9GjPmWVJxMe9gE5J,259937718,4/13/2024  1:04:21 PM,9774821,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,0,repayBorrow,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
300.249999999,2.795207,491781.896939035,2062.823883448,1.0000186594,1.0027393085,7547.397653,7159.042816,3Vti6yQxMQNk3uouu7gBS19z8xBVxXAZUJpGFr73krRGKrUph3riZqLp3KDWEf5QTPEKwQDUeQECjDrCYpTHddkK,260299229,4/15/2024  11:48:50 AM,8015,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,9,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.03000047,3088.3175,772.811074652,55.335059264,1.0010770781,1.0082343491,7640.048629,7159.042816,7hXtwLy5RGANTyYkmQa6JNEYVe3h1xTLHUJDKoZUw3xcfm8Zt7Sm5Ttf4onWjjvhXBSFEm3jDTa8p8oVpxMYJ2s,260319837,4/15/2024  2:26:44 PM,166035,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,4,transfer,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.300000004,151.607816,471659.778917019,2740.208822954,1.0002018996,1.002289515,7685.530974,7159.042816,3QX13377mCAN2D6Wau6k8FUghRCq1er3BC8zKTv9aV1AM7wDYQN5wdxyykH8Fud9pS4wEWKxNGNGk3R8dpRmmamC,260319894,4/15/2024  2:27:10 PM,47641,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,6,transfer,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.357856804,137.88004,559485.78948018,44986.098817556,1.0255328615,1.068248046,7734.872284,7159.042816,3nz4hNEqocUQeDU7w4orGf6n2kbTSwca5oQh4coqFuuWKWcRJrV7uoNsfUYH1ToFmYJhcGb5nrPKdBXDfuTBRqap,260319957,4/15/2024  2:27:38 PM,9590198,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,1,transfer,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
2.4,137.360321,559490.267248777,44986.098817556,1.0255328637,1.0682480772,8064.537054,7159.042816,3UBAoZunEjJfzgvq19Q92RUqG51hr4Nf3iTWAe7JxH2nxmFB3cjC5zDwTtA8bGci9M16noypsMwnr4AuZKhByKxi,260320242,4/15/2024  2:29:45 PM,9590202,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,1,none,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.05,154.81822,436026.145251167,74053.835743844,1.0256025727,1.0689091022,8064.537054,7166.783727,619HLVwqgP4AqnKdFkBiSnpTWUh97tUXSoKiXwmcQYq6LVcREQA841YHnmzAjrBAxTJGK9fEwT2HViPnQtk2st4i,264392679,5/7/2024  8:38:20 AM,9624005,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,withdraw,1,none,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
2.0,144.213131,493078.313803824,136738.688314076,1.0260951959,1.0712028821,8352.963316,7166.783727,3BpVtprb4DDJ6EapfqhVnY9czuvU9PR5zAD6AnHzrW3i7ry59fGytPyystSWS4XujB2sjiup2d9C4gdB5oyajKBS,271983036,6/15/2024  6:35:00 AM,9662903,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,1,transfer,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
457.0,1.0,76063564.3491561,49068659.338594936,1.0725086844,1.1662136313,8809.963316,7166.783727,3rk99xhqMfnvqiRKxAunCbk3886hv4jogmkCzHYubPFfD93zsok7VG2azGCQ6ndV2b7V32gbfKAVfoEoQTFdrCpi,275792041,7/5/2024  4:06:05 AM,10149445,EQ9fScwf3VtzgHUxkZTVHrknfjZvjiRV8cB857AGfuYT,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,deposit,0,repayBorrow,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
