fillerReward,baseAssetAmountFilled,quoteAssetAmountFilled,takerFee,makerRebate,referrerReward,quoteAssetAmountSurplus,takerOrderBaseAssetAmount,takerOrderCumulativeBaseAssetAmountFilled,takerOrderCumulativeQuoteAssetAmountFilled,makerOrderBaseAssetAmount,makerOrderCumulativeBaseAssetAmountFilled,makerOrderCumulativeQuoteAssetAmountFilled,oraclePrice,makerFee,txSig,slot,datetime,action,actionExplanation,marketIndex,marketType,filler,fillRecordId,taker,takerOrderId,takerOrderDirection,maker,makerOrderId,makerOrderDirection,spotFulfillmentMethodFee,programId
0.005636,0.5,56.36275,0.056363,-0.011272,0.0,0.0,0.5,0.5,56.36275,2.4,0.5,56.36275,112.160248,-0.011272,5GBrbQT2ySqoP2SDp38GGg87c4XMV8KjuosQnadgwcYyTpko1FMobmgBoQQ5Tyc1NmU7BtWKhoYp8dZe2cxgFY79,237758534,12/24/2023  8:05:23 AM,fill,orderFilledWithMatch,0,perp,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1859501,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,14,long,C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,219863932.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.003386,0.1,11.285099,0.005643,0.0,0.0,0.0,0.1,0.1,11.285099,0.0,0.0,0.0,113.022666,0.0,3JXXMS8v6BKkH6KBbEKXPuW9TdHwusEvxDuLVPLrsQY2gQHMS2BgFwyKoqPzNXGKNSE2KLxZhY3tEvGiYrLKU9Nu,237760459,12/24/2023  8:19:56 AM,fill,orderFillWithSerum,1,spot,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1586322,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,15,short,,,,0.002257,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.006807,0.2,22.689,0.011345,0.0,0.0,0.0,0.2,0.2,22.689,0.0,0.0,0.0,113.528326,0.0,661Xss14VxaWkDYjDX2p2KgqEwSzM63CD5VCguUPh62uZzhzQ9VYv38Nxf6ajMNTZmuULJjVVw4m2Fm73z6LKuiJ,237761069,12/24/2023  8:24:20 AM,fill,orderFillWithSerum,1,spot,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1586330,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,16,short,,,,0.004538,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.005595,0.164,18.64844,0.009325,0.0,0.0,0.0,0.164,0.164,18.64844,0.0,0.0,0.0,113.675001,0.0,4bcCeYtTkqAauK3XUfY2R5kwgtUsSFMywXArsup7ijhBpuksPrFTw4ScGq4gQYJR2eXSGSRrAmhJtku6yncpVuQF,237761267,12/24/2023  8:25:51 AM,fill,orderFillWithSerum,1,spot,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1586335,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,18,long,,,,0.00373,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.005701,0.5,57.01545,0.057016,-0.011403,0.0,0.0,0.5,0.5,57.01545,26.7,0.5,57.01545,113.576388,-0.011403,4tgPmwkJ5jvNx57JmRMExwdBjAiFEN6xkZuPwawypw8393mHA5MuskaRVKcnfTfQLbbQhprWLegi4Zfx8wPqvUUU,237763731,12/24/2023  8:44:26 AM,fill,orderFilledWithMatch,0,perp,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1859858,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,20,long,C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,219882094.0,short,0.0,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.0244,1.8,203.0598,0.10153,0.0,0.0,0.0,1.8,1.8,203.0598,0.0,0.0,0.0,112.795545,0.0,5DfKm5tHBYrTq7YETz4zNB42UiKPLKE6Zm1ozFpmXZCuZtYSqHF9SzACLYphvs2BiQbCavegiZ9vUK7JsjT6x2rX,237764255,12/24/2023  8:48:20 AM,fill,orderFillWithSerum,1,spot,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1586359,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,21,short,,,,0.040612,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.001501,0.269,30.022821,0.015012,-0.006004,0.0,0.0,0.269,0.269,30.022821,80.0,0.269,30.022821,112.149722,-0.006004,2H7UTTHz3vDrwdp1gr17ib9QbyqVC5Cp3q2Z7jwS8TEWNCpmYaScM3VHRFAPjWUhxZFbsGJuagZhisPpLUnvKJU9,237848548,12/24/2023  7:22:42 PM,fill,orderFilledWithMatch,1,spot,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1586940,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,22,short,BRksHqLiq2gvQw1XxsZq6DXZjD3GB5a9J63tUBgd6QS9,23407817.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.008955,0.267,29.846863,0.014924,0.0,0.0,0.0,0.267,0.267,29.846863,0.0,0.0,0.0,112.037275,0.0,3jifvyW6XveXVEDht1FUsaczC2yNDn2oKbupB3RBTuy4igssh6zjvvvdKDYMVSBfkqkLawg2ynYp3dkzY7fcvZL9,237848689,12/24/2023  7:23:45 PM,fill,orderFillWithSerum,1,spot,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1586943,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,23,long,,,,0.005969,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0244,1.0,111.366044,0.055684,0.0,0.0,0.0,1.0,1.0,111.366044,0.0,0.0,0.0,111.365356,0.0,4ssf3nRzu43k3sasuyfpm1Suk9urPFH7MC4kq4mQucivVDxQsuzkRLNa7PBzKFG1M87ZCQPkP1cZUnTx9Jxe9D69,237909731,12/25/2023  3:04:35 AM,fill,orderFillWithSerum,1,spot,76febxBeJH2NdD4DZPc7yyT5h4fVqGv6H9phUz12kYDt,1587302,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,24,short,,,,0.022273,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0112,1.0,112.0,0.112,-0.0224,0.0,0.0,1.0,1.0,112.0,10.0,1.0,112.0,111.115957,-0.0224,2wQ2PnjyPVrd6PH9t9hbtw3zrYHkfPpNzyiAj6fy7oyBfoxAWB4GXSPG5MYr8n4BouZcRGwBZeUHnNY8P2Knmfix,237910393,12/25/2023  3:09:33 AM,fill,orderFilledWithMatch,0,perp,B1Wub4BsB72BFjfwtsx1Fko8yg4C2SsBTUJzgvnMEEA5,1868277,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,25,long,EWvvvhYYKnRAyaw5PGpPRs4TkdAVMw1vL5ZvYFSzNcSQ,239.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00112,0.1,11.2,0.0112,-0.00224,0.0,0.0,0.1,0.1,11.2,10.0,1.3,145.6,111.083833,-0.00224,2ai6DhD4Z6pTkT1jpBP12R917znYSpj4AhuRvJSsi7fLj4JZRggvVBnNgEdK2Cp2sC4ofC9rJELoth3N1t9CgScN,237910481,12/25/2023  3:10:12 AM,fill,orderFilledWithMatch,0,perp,9RMEUNBPdo5wikBBQoSNxi1VmMo7NMuxhmHdJkcy2Cir,1868279,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,26,long,EWvvvhYYKnRAyaw5PGpPRs4TkdAVMw1vL5ZvYFSzNcSQ,239.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.000999,0.1,11.1,0.00999,-0.00222,0.0,0.0,1429.0,418.4,46523.675,0.1,0.1,11.1,110.241,-0.00222,3mY91SQbFBmqenRYpZKUY6ZVrWW6keSLfRqDUhSJGcxShEqXQdkFbSPYBPwjKgsFLRmPzGCLkjRKbJg676pywkwq,237914055,12/25/2023  3:37:33 AM,fill,orderFilledWithMatch,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1868429,3hH27WiZV2QmM6bK5Rz7bkrqHK2PX7wNo4EogPzmGadN,83,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,27.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0012,0.1,12.0,0.012,-0.0024,0.0,0.0,4.1,0.1,12.0,0.1,0.1,12.0,119.817113,-0.0024,2TjE52yQUq8GdADV2fHnRU4GGMzHB7FbJRcjJ2yo2Pj1bs9YC4eDhHEk4k5u2YLdFxTifJVagxrBmox6smrm3di6,238001249,12/25/2023  2:28:50 PM,fill,orderFilledWithMatch,0,perp,7TZJPBpSBaz4aESXi57HK7tz1U3dQTmK5LSAnE7B3ymY,1875349,GhZ1UxpQnqnQCzshSzGt4qS4Y4rQtvYa9888V8yLemrq,1,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,46.0,long,0.0,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.001017,0.1,11.9,0.010175,-0.00238,0.001606,0.0,1.6,1.6,190.4,0.1,0.1,11.9,118.113217,-0.00238,37gvcYwppjh6tzTyoS7iSB5BSBYhVxbLdXf2bUzKVhQt87fKcntaCa1dn2NcMRx3sxvQVpVmw1Ft8n6QttQ9Qce4,238002405,12/25/2023  2:37:07 PM,fill,orderFilledWithMatch,0,perp,7TZJPBpSBaz4aESXi57HK7tz1U3dQTmK5LSAnE7B3ymY,1875511,qDXQh3iWQxMBcz7d9CQkK3nxvXUCcNkceBPpB8kKdzS,8060,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,45.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.003586,0.3,35.86716,0.035868,0.0,0.0,-0.007434,1.2,0.3,35.86716,0.0,0.0,0.0,119.547286,0.0,48K8TZnnbck1E4ja7ko4RHVn6pTP4pwFzHtE3ZgP3bnSqAzmPUzWLmMV2LygqbnxNmdK1ZGBW5sXrTKLHoA5MMjr,238039137,12/25/2023  7:14:45 PM,fill,orderFilledWithAmmjitLpsplit,0,perp,BTmsZd6iAT2SrSMpGN7xmdQyUduKvKP8PLn2Kc4qEtdU,1877865,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,47,short,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.01076,0.9,107.60148,0.107602,-0.02152,0.0,0.0,1.2,1.2,143.46864,500.0,36.0,4295.3653,119.547286,-0.02152,48K8TZnnbck1E4ja7ko4RHVn6pTP4pwFzHtE3ZgP3bnSqAzmPUzWLmMV2LygqbnxNmdK1ZGBW5sXrTKLHoA5MMjr,238039137,12/25/2023  7:14:45 PM,fill,orderFilledWithMatch,0,perp,BTmsZd6iAT2SrSMpGN7xmdQyUduKvKP8PLn2Kc4qEtdU,1877866,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,47,short,F1vmkcTwgC7AVSQkVMpRhjws1Ni3gmz4Cu55Xe1TWXvA,271.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.001207,0.1,12.0699,0.01207,-0.002413,0.0,0.0,0.8,0.1,12.0699,0.1,0.1,12.0699,120.616777,-0.002413,2DHgvfNh7KG5N51M6t4ooq1Hh6LBmCCXv3TRsTTZJh8WrAZqRSPe5PnbohTgBpAP5ra3pjuDzvPkkbhfpWq5G9xT,238040594,12/25/2023  7:25:42 PM,fill,orderFilledWithMatch,0,perp,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1877964,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,49,long,Eu2mbS2Qv4o8etu7Tf6yap3BSGuespnWYLBBs7fcEsSS,2.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.008449,0.7,84.49,0.08449,-0.016898,0.0,0.0,0.8,0.8,96.5599,1.0,0.7,84.49,120.616777,-0.016898,2DHgvfNh7KG5N51M6t4ooq1Hh6LBmCCXv3TRsTTZJh8WrAZqRSPe5PnbohTgBpAP5ra3pjuDzvPkkbhfpWq5G9xT,238040594,12/25/2023  7:25:42 PM,fill,orderFilledWithMatch,0,perp,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1877965,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,49,long,FmQ5ZiDAmXvyU9KA1sHD7U4VATVuZep96PuT5q3uXQKq,1771.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00119,0.1,11.9,0.0119,-0.00238,0.0,0.0,5.8,3.3,392.7,0.1,0.1,11.9,118.930423,-0.00238,3TnaHXL6b48FdLU3kk3NyKgszNtMQG6AwT1EdSFqqJsSEWP4jfzJ8y1isnvPfPVKvz81JH2ecSrUMcWHEbR13J2T,238047383,12/25/2023  8:17:30 PM,fill,orderFilledWithMatch,0,perp,8WBjm2nPgH6AUoSiZTCUU6qEPSJoT4wj3j9JE5W1QkR7,1878306,94Z17aV1DRCGf6bokuBMVApCSV4xRxdgA2xLZ84JRXaD,4,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,48.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.001179,0.1,11.797109,0.011798,0.0,0.0,0.019443,0.1,0.1,11.797109,0.0,0.0,0.0,117.776643,0.0,46eNVNrifT8xKQqAvx27p9cDe519hH22Dw4T4z3XU7fiK2zzvHbzqg9kJk2mSMDBpeqgLxzvjgSiYTUm1guSr9Zm,238049814,12/25/2023  8:36:10 PM,fill,orderFilledWithAmm,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1878475,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,44,long,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00116,0.1,11.600608,0.011601,0.0,0.0,0.002389,0.1,0.1,11.600608,0.0,0.0,0.0,115.982171,0.0,2TUSdzMjgm6YsU2UU3MCtknYEaVnQp2hNMzYzaVESkDGmzThWBeypKRSdTTgWtEEXRyovi4BQtvjjp4a7uif9bEJ,238073314,12/25/2023  11:35:07 PM,fill,orderFilledWithAmm,0,perp,ESuEXzA7xLy5m9sJwc9kCWiTcEeq7LLwUj9dGg8EpQVq,1879894,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,43,long,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00116,0.1,11.6,0.0116,-0.00232,0.0,0.0,2.5,2.1,243.92,0.1,0.1,11.6,115.238771,-0.00232,2L7hUYKKN7169wfxqajSfoqeBwWWmDhEfGdaKitBh6wKYifn5Tssa5Ws2imoXbDipZR2KPQZmKgRVpAQYPLpQYFH,238073490,12/25/2023  11:36:19 PM,fill,orderFilledWithMatch,0,perp,HBcvFn3iW8dovXiokviG5wEDbUg8JF8qpnqpPiTw4Pta,1879931,CNhMwDduJHqmeuChYR76NE31NBVgft2RzwKBZMSLogHy,387,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,42.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.001148,0.1,11.488326,0.011489,0.0,0.0,0.016324,0.1,0.1,11.488326,0.0,0.0,0.0,114.72,0.0,3k4KMSRL2r2XyD3Y3r7BoXG1webf9S571CrwuqdRy2i7R8yGjdPzafR2gm65k8GRsabsCLGzeBSYTEEqwiJZhMK3,238074292,12/25/2023  11:42:01 PM,fill,orderFilledWithAmm,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1880101,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,41,long,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00114,0.1,11.4,0.0114,-0.00228,0.0,0.0,5.6,0.1,11.4,0.1,0.1,11.4,114.28027,-0.00228,3ZMT5b6r5qHfuq5bK2iafieUTPubeUwH9s4BHtTSkrL2qfQiMbe6x1AikBG8SwCiWxzdzkFic8yttVbk6ULs8KU3,238076894,12/26/2023  12:01:03 AM,fill,orderFilledWithMatch,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1880554,BgX9vhPFXEPipWhhDR2KJfWRNCvaHwehkiV8vZRmgSF8,26,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,40.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0,0.1,11.3,0.01017,-0.00226,0.0,0.0,2911.9,0.1,11.3,0.1,0.1,11.3,112.26225,-0.00226,5RjMJo4sTdGz4BzeRx7ApWy2h3XomLdUjkg4QdCziekbwWVFVQdmsch8tReXg8iV3dYquFA42Myr21FMjk2hmJJH,238083763,12/26/2023  12:52:04 AM,fill,orderFilledWithMatch,0,perp,3hH27WiZV2QmM6bK5Rz7bkrqHK2PX7wNo4EogPzmGadN,1881255,3hH27WiZV2QmM6bK5Rz7bkrqHK2PX7wNo4EogPzmGadN,102,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,39.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.001118,0.1,11.18427,0.011185,-0.002236,0.0,0.0,0.1,0.1,11.18427,50.7,0.1,11.18427,111.697827,-0.002236,5ETK1zbonyjxNo3Ki1AcNGGG3BQ4gpBDcDLwwot2kdbHqxuKuwfmgMXcrpNKhKTwXd8MXMvtYGXyaWBs4aYDtByH,238094950,12/26/2023  2:15:52 AM,fill,orderFilledWithMatch,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1882153,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,38,long,C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,220936032.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.000333,0.1,11.1,0.00333,-0.00222,0.0,0.0,7.6,0.1,11.1,0.1,0.1,11.1,110.906372,-0.00222,5iDsjJLEse4g65qLVVA6JmRN8rvmQUN91CQKj85oQwb2iJ7b1SbBRAtYjaVuoFMwoCgTVvefN4m7SjosiCsdoRD3,238156166,12/26/2023  9:57:42 AM,fill,orderFilledWithMatch,0,perp,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1885947,8hFsi7VoWv8BAZF73gLKMH3n6HaKWR9xoH7a4r3hTUP3,16380,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,37.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0,0.1,11.0,0.0033,-0.0022,0.0,0.0,0.1,0.1,11.0,0.1,0.1,11.0,108.945836,-0.0022,3ZJczbrSxecRX7uWvqupbrEaHAujzaS1HR9RNUgDVmqqCpzwKUj8y2UfbAoNUQ44mibo93g5aw1R6DtdaitSBS8i,238167475,12/26/2023  11:20:56 AM,fill,orderFilledWithMatch,0,perp,CwGPYU43bVKkBPxJVFpWCDKP6FJGXUgJPDg1dMih97eh,1886923,CwGPYU43bVKkBPxJVFpWCDKP6FJGXUgJPDg1dMih97eh,2525,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,28.0,long,0.0,"dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH"
0.001089,0.1,10.893881,0.010894,0.0,0.0,0.004879,0.1,0.1,10.893881,0.0,0.0,0.0,108.89,0.0,5EHDamBLbkJeLqB2n62yrMLNzxpmazGRWyJMrwx3Xx5nX6in4aisdxr4852jarmwusjnkucMFCgBLMG7RKEboYb,238168470,12/26/2023  11:28:03 AM,fill,orderFilledWithAmm,0,perp,HBcvFn3iW8dovXiokviG5wEDbUg8JF8qpnqpPiTw4Pta,1887165,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,51,long,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.000756,0.1,10.8,0.00756,-0.00216,0.0,0.0,1428.4,97.2,10496.6,0.1,0.1,10.8,107.055754,-0.00216,3aa6nHaD7PFgY35DPeM1bVPsp6vaLdErYAjwLCzBb8CRKe6YmwwtVKC6nt4LixF3BBbbnDKZNHmBFqopTHuBmzcM,238169339,12/26/2023  11:34:10 AM,fill,orderFilledWithMatch,0,perp,ESuEXzA7xLy5m9sJwc9kCWiTcEeq7LLwUj9dGg8EpQVq,1887443,22n9s2gQQN5T5t1i8RrHpKju5RkiJsw2LrfmgBsdPhmn,416,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,50.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.003285,0.3,32.856,0.032856,-0.006571,0.0,0.0,0.3,0.3,32.856,10.0,0.3,32.856,109.617583,-0.006571,3MqUM2ovC2jsGwkiWENGw3sFws8NGW8EnBTJ3yoBLt5wt1SpM7WSnZDRygEPwsrJP4ocMTHkgPt3YQNXTLQDnkPY,238204180,12/26/2023  3:50:55 PM,fill,orderFilledWithMatch,0,perp,DYA9dph3LX3sYpt3u3RUMwEPWgxUGArWEaHtzFtgmhwE,1891103,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,60,long,HYvaCYwW4b5J31KbC1XQxQR6wVTZC1N1uh4ZN2wPgtBy,646.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.005984,0.177,19.947015,0.009974,0.0,0.0,0.0,0.177,0.177,19.947015,0.0,0.0,0.0,112.68745,0.0,32koUNTyvcMee9JmM4btEAUZj6g7Yj7VcUuQaPePZ6GdowpeCZ179x6mvH6UaHw1p3F2yF1aVKSa4BWP6unmKE9w,238319442,12/27/2023  6:20:20 AM,fill,orderFillWithPhoenix,1,spot,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1591455,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,62,short,,,,0.00399,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.008353,0.247,27.842087,0.013922,0.0,0.0,0.0,0.247,0.247,27.842087,0.0,0.0,0.0,112.805122,0.0,3KJ6tNPMbVaHCw1nvsoFePaGvJ8TdZfHd7XigYYHghRN9RfywjbvJW6pXuAPexnBaWvbczqmUc4UGe7DRyVLCP7m,238319495,12/27/2023  6:20:47 AM,fill,orderFillWithPhoenix,1,spot,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,1591456,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,63,long,,,,0.005569,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.005693,0.5,56.93735,0.056938,-0.011387,0.0,0.0,0.5,0.5,56.93735,80.0,0.5,56.93735,112.815601,-0.011387,2rMb5mFG3eyDqr2Pm7jSwV2yEFo7ERaoDYkPSeQJ5zW1FnPySBuKX4sVWDTsoFbGMb181mAXRrbemnSEBnmSr1vC,238319619,12/27/2023  6:21:53 AM,fill,orderFilledWithMatch,0,perp,8WBjm2nPgH6AUoSiZTCUU6qEPSJoT4wj3j9JE5W1QkR7,1898067,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,64,long,2aMcirYcF9W8aTFem6qe8QtvfQ22SLY6KUe6yUQbqfHk,15436.0,short,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0,40.0,101.242252,0.101243,0.0,0.0,1.937723,40.0,40.0,101.242252,0.0,0.0,0.0,2.482314,0.0,5w9tiozyJs7ShU4iCTuJ3PN67SPggHR1SjL7hnAgEyeUnHjt6urC6avjUxctgNrmES2ZU5wMR8FaRFtswm6Nuaft,238323382,12/27/2023  6:51:24 AM,fill,orderFilledWithAmm,20,perp,EqTM8rk3BD9XFSQcM6AvFrAnCfmFj78iFRduzgnjd3A,37260,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,69,long,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0,300.0,102.281739,0.102282,0.0,0.0,0.553624,300.0,300.0,102.281739,0.0,0.0,0.0,0.339092,0.0,2J8pBuEQBihARbnBhMNFUjj6CWHRd68ZdLsc9dQE7BLZanxB2PFz7vWMqYkVxDcEqoPxgLHvncvuAyiC7cYDhRVj,238323415,12/27/2023  6:51:39 AM,fill,orderFilledWithAmm,18,perp,DYA9dph3LX3sYpt3u3RUMwEPWgxUGArWEaHtzFtgmhwE,58832,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,70,long,,,,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.00112,0.1,11.2,0.0112,-0.00224,0.0,0.0,18.5,11.2,1256.547,0.1,0.1,11.2,111.31,-0.00224,5RbwDdkRAbQ9DDaRCTQnKJPWZpk6BR9v6hEpZ5p5rZBAkf5wtGovrHKwoGgvzE1EUaB3qmcSVa9cURCbQDGvHrVa,238332223,12/27/2023  7:58:25 AM,fill,orderFilledWithMatch,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1898778,E2S3hL6KJkwAyc8ZY5ZRzUxzp99zAoS2EGU2WCwKMrf7,3,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,68.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
0.0011,0.1,11.0,0.011,-0.0022,0.0,0.0,10.2,5.3,583.2,0.1,0.1,11.0,108.338846,-0.0022,4L8CPLBW5p6Nvaoe4yHCroU9chFu83yN3SCMX95LezJFNAdY6u7as4AmpvmhTF6r6NtXwESALWbTSEKjFQPLaGmZ,238335439,12/27/2023  8:21:38 AM,fill,orderFilledWithMatch,0,perp,F9JBNMM1bJHahG37FH1qvCxcpAPTzTyQVXCaKdRnWXch,1899082,CTYMqLVRKY7r9UNdzgh5Gm3wGw7kTR4Hh5Lb7g4Qrnux,2,short,HNFvxa8wDiXpJHGnLq3db9NGxHr8hu37gTjAyfSHVGXT,67.0,long,0.0,dRiftyHA39MWEi3m9aunc5MzRF1JYuBsbn6VPcn33UH
