Pubkey,Signature,Event Type,Log Data
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4ha8qWndKVuS4iTThnbAvtXpMYPLpskgV9v6Ss8S5yadV1MpVChf6CzbN2AfcmsX8hjDdcHH4ps4yiaiT9EowcpB,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715689503, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMM(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    76497SRJSLUMdMUoEvQw1rL7wwWrAJ7C8XBMDbruSGx3,
), filler_reward=0, fill_record_id=6286217, base_asset_amount_filled=100000000, quote_asset_amount_filled=14760881, taker_fee=3691, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=14034, spot_fulfillment_method_fee=None, taker=Pubkey(
    A2JcM4nEHx15osc9mb86Ca3DdTDNr8ABWjQRGFdbtDuW,
), taker_order_id=195, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=100000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14760881, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=147749166))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,2pnxForcZux2eRxkVxLmoaYX65HphxYMhpkrroebarwWdmFCVnpMLL2xzwvx4TwNTNxmh5zh3EPx71E4D1DQEa7J,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715688780, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), filler_reward=0, fill_record_id=6285954, base_asset_amount_filled=100000000, quote_asset_amount_filled=14753160, taker_fee=1052, maker_fee=-368, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), taker_order_id=4547283, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=190300000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14753160, maker=Pubkey(
    GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,
), maker_order_id=26478, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14753160, oracle_price=147304123))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,3U5qsdw7heuXMABii3EptfouLM4MBLeGSVJvZyYYrk3srVVTDoWpCVXhdWpRJit2WP7U7GEi1Zc2abr2wXPWfKiv,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715688604, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMMJitLPSplit(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), filler_reward=0, fill_record_id=6285937, base_asset_amount_filled=500000000, quote_asset_amount_filled=73705250, taker_fee=18427, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=-188138, spot_fulfillment_method_fee=None, taker=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), taker_order_id=32, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=9100000000, taker_order_cumulative_base_asset_amount_filled=500000000, taker_order_cumulative_quote_asset_amount_filled=73705250, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=147174054))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,3U5qsdw7heuXMABii3EptfouLM4MBLeGSVJvZyYYrk3srVVTDoWpCVXhdWpRJit2WP7U7GEi1Zc2abr2wXPWfKiv,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715688604, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), filler_reward=0, fill_record_id=6285938, base_asset_amount_filled=8600000000, quote_asset_amount_filled=1267730300, taker_fee=301087, maker_fee=-31693, referrer_reward=47539, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), taker_order_id=32, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=9100000000, taker_order_cumulative_base_asset_amount_filled=9100000000, taker_order_cumulative_quote_asset_amount_filled=1341435550, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=278040464, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=82500000000, maker_order_cumulative_base_asset_amount_filled=8600000000, maker_order_cumulative_quote_asset_amount_filled=1267730300, oracle_price=147174054))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4ZdHiEdA3YcVBsvZAft1unC2ZYRfU1wT6QJzTTuei5KCmpePPMiYRjUVbJSw2MiJSeJYCcquEfTfFRq5fV2MVqza,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715687072, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), filler_reward=0, fill_record_id=6285843, base_asset_amount_filled=100000000, quote_asset_amount_filled=14651810, taker_fee=1045, maker_fee=-366, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), taker_order_id=4546839, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=403200000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14651810, maker=Pubkey(
    GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,
), maker_order_id=26423, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14651810, oracle_price=146285025))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4cDgCNfPhbvMz5hDXP4ctGYJVhCietaVvLqocsPaUmdD1WvJx6YtCAJ1wyP5ZzWah8qG8uaPmGs6GvbTRqFSDbzX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685721, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), filler_reward=0, fill_record_id=6285802, base_asset_amount_filled=3100000000, quote_asset_amount_filled=454824250, taker_fee=113707, maker_fee=-11370, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=170200000000, taker_order_cumulative_base_asset_amount_filled=3100000000, taker_order_cumulative_quote_asset_amount_filled=454824250, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3707495, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=3100000000, maker_order_cumulative_base_asset_amount_filled=3100000000, maker_order_cumulative_quote_asset_amount_filled=454824250, oracle_price=146556328))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4cDgCNfPhbvMz5hDXP4ctGYJVhCietaVvLqocsPaUmdD1WvJx6YtCAJ1wyP5ZzWah8qG8uaPmGs6GvbTRqFSDbzX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685721, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), filler_reward=0, fill_record_id=6285803, base_asset_amount_filled=100000000, quote_asset_amount_filled=14673390, taker_fee=3669, maker_fee=-366, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=170200000000, taker_order_cumulative_base_asset_amount_filled=3200000000, taker_order_cumulative_quote_asset_amount_filled=469497640, maker=Pubkey(
    4VSCCLopPMN9QWzuAk8kY73Ri4sz2M7hT1Y8z8UfAbno,
), maker_order_id=197359, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14673390, oracle_price=146556328))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4cDgCNfPhbvMz5hDXP4ctGYJVhCietaVvLqocsPaUmdD1WvJx6YtCAJ1wyP5ZzWah8qG8uaPmGs6GvbTRqFSDbzX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685721, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), filler_reward=0, fill_record_id=6285804, base_asset_amount_filled=6900000000, quote_asset_amount_filled=1012661250, taker_fee=253166, maker_fee=-25316, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=170200000000, taker_order_cumulative_base_asset_amount_filled=10100000000, taker_order_cumulative_quote_asset_amount_filled=1482158890, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3707496, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=6900000000, maker_order_cumulative_base_asset_amount_filled=6900000000, maker_order_cumulative_quote_asset_amount_filled=1012661250, oracle_price=146556328))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4cDgCNfPhbvMz5hDXP4ctGYJVhCietaVvLqocsPaUmdD1WvJx6YtCAJ1wyP5ZzWah8qG8uaPmGs6GvbTRqFSDbzX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685721, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), filler_reward=0, fill_record_id=6285805, base_asset_amount_filled=58200000000, quote_asset_amount_filled=8541897600, taker_fee=2135475, maker_fee=-213547, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=170200000000, taker_order_cumulative_base_asset_amount_filled=68300000000, taker_order_cumulative_quote_asset_amount_filled=10024056490, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=278031425, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=58200000000, maker_order_cumulative_base_asset_amount_filled=58200000000, maker_order_cumulative_quote_asset_amount_filled=8541897600, oracle_price=146556328))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4cDgCNfPhbvMz5hDXP4ctGYJVhCietaVvLqocsPaUmdD1WvJx6YtCAJ1wyP5ZzWah8qG8uaPmGs6GvbTRqFSDbzX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685721, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), filler_reward=0, fill_record_id=6285806, base_asset_amount_filled=100000000, quote_asset_amount_filled=14679710, taker_fee=3670, maker_fee=-366, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=170200000000, taker_order_cumulative_base_asset_amount_filled=68400000000, taker_order_cumulative_quote_asset_amount_filled=10038736200, maker=Pubkey(
    4VSCCLopPMN9QWzuAk8kY73Ri4sz2M7hT1Y8z8UfAbno,
), maker_order_id=197355, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14679710, oracle_price=146556328))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4cDgCNfPhbvMz5hDXP4ctGYJVhCietaVvLqocsPaUmdD1WvJx6YtCAJ1wyP5ZzWah8qG8uaPmGs6GvbTRqFSDbzX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685721, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), filler_reward=0, fill_record_id=6285807, base_asset_amount_filled=101800000000, quote_asset_amount_filled=14946947880, taker_fee=3736737, maker_fee=-373673, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    J3LN32i3MuKUidVEh48j6f3rDBi7KEF2wEjgQAVkSvLn,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=170200000000, taker_order_cumulative_base_asset_amount_filled=170200000000, taker_order_cumulative_quote_asset_amount_filled=24985684080, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=278031427, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=145500000000, maker_order_cumulative_base_asset_amount_filled=101800000000, maker_order_cumulative_quote_asset_amount_filled=14946947880, oracle_price=146556328))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4977tnswHrq2yHpHjrAZVnDoftk7xuPWgwyPCguFLEGvzs5YEieq4p2H7hsjHK9Qq5jE1WttEXS8JDkxoSHAjEX,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685554, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), filler_reward=0, fill_record_id=6285794, base_asset_amount_filled=3600000000, quote_asset_amount_filled=527203080, taker_fee=37564, maker_fee=-13180, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), taker_order_id=4546464, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=409400000000, taker_order_cumulative_base_asset_amount_filled=3600000000, taker_order_cumulative_quote_asset_amount_filled=527203080, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3707183, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=3600000000, maker_order_cumulative_base_asset_amount_filled=3600000000, maker_order_cumulative_quote_asset_amount_filled=527203080, oracle_price=146270060))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,FnKD9znKGs62peDycnBAfDXcBSQraZSsxABwD8D5gFr3tP446zWXvmcypHYUHzgBA8jhDHEAm5YBJvkojDXBibd,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715685433, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    3iFchWofkKZjPheq6s9iwkcqQ96crGqsPreQA9uadQKA,
), filler_reward=0, fill_record_id=6285759, base_asset_amount_filled=100000000, quote_asset_amount_filled=14654790, taker_fee=1100, maker_fee=-366, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    3iFchWofkKZjPheq6s9iwkcqQ96crGqsPreQA9uadQKA,
), taker_order_id=1194, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=700000000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14654790, maker=Pubkey(
    4VSCCLopPMN9QWzuAk8kY73Ri4sz2M7hT1Y8z8UfAbno,
), maker_order_id=197347, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14654790, oracle_price=146329114))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4sCtGKFjXdTn9aKo1EVPp9gDeSz8SqkihSUsdmFEPRws1UpXajCeuQuQtJGdyitxbRtUTMSSKbmjDCdQGbSGsex3,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715683407, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMMJitLPSplit(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), filler_reward=0, fill_record_id=6285680, base_asset_amount_filled=800000000, quote_asset_amount_filled=116920800, taker_fee=8770, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=-159855, spot_fulfillment_method_fee=None, taker=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), taker_order_id=4546199, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=3300000000, taker_order_cumulative_base_asset_amount_filled=800000000, taker_order_cumulative_quote_asset_amount_filled=116920800, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=146090000))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4sCtGKFjXdTn9aKo1EVPp9gDeSz8SqkihSUsdmFEPRws1UpXajCeuQuQtJGdyitxbRtUTMSSKbmjDCdQGbSGsex3,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715683407, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), filler_reward=0, fill_record_id=6285681, base_asset_amount_filled=2500000000, quote_asset_amount_filled=365377500, taker_fee=26034, maker_fee=-9134, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), taker_order_id=4546199, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=3300000000, taker_order_cumulative_base_asset_amount_filled=3300000000, taker_order_cumulative_quote_asset_amount_filled=482298300, maker=Pubkey(
    DTvGR2jRB8xKumc4Vc6mFSJN6hS2cQCFfoqFG9GFiVVA,
), maker_order_id=26600, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=6800000000, maker_order_cumulative_base_asset_amount_filled=2500000000, maker_order_cumulative_quote_asset_amount_filled=365377500, oracle_price=146090000))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5ezMmq7wQdTJDjLPoLanBHmxR5RBa3SiHGEcZZiJiGcBJG4SXVT4TbCUtecxX5YSPY1kV945Vt9vCCPf7ZhvVWnR,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715682407, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMMJitLPSplit(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), filler_reward=0, fill_record_id=6285600, base_asset_amount_filled=900000000, quote_asset_amount_filled=131647230, taker_fee=32912, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=-135764, spot_fulfillment_method_fee=None, taker=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), taker_order_id=15341, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=8000000000, taker_order_cumulative_base_asset_amount_filled=900000000, taker_order_cumulative_quote_asset_amount_filled=131647230, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=146262839))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5ezMmq7wQdTJDjLPoLanBHmxR5RBa3SiHGEcZZiJiGcBJG4SXVT4TbCUtecxX5YSPY1kV945Vt9vCCPf7ZhvVWnR,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715682407, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), filler_reward=0, fill_record_id=6285601, base_asset_amount_filled=3600000000, quote_asset_amount_filled=526588920, taker_fee=131648, maker_fee=-13164, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), taker_order_id=15341, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=8000000000, taker_order_cumulative_base_asset_amount_filled=4500000000, taker_order_cumulative_quote_asset_amount_filled=658236150, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3695955, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=3600000000, maker_order_cumulative_base_asset_amount_filled=3600000000, maker_order_cumulative_quote_asset_amount_filled=526588920, oracle_price=146262839))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5ezMmq7wQdTJDjLPoLanBHmxR5RBa3SiHGEcZZiJiGcBJG4SXVT4TbCUtecxX5YSPY1kV945Vt9vCCPf7ZhvVWnR,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715682407, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMMJitLPSplit(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), filler_reward=0, fill_record_id=6285602, base_asset_amount_filled=800000000, quote_asset_amount_filled=117003920, taker_fee=29251, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=-104917, spot_fulfillment_method_fee=None, taker=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), taker_order_id=15341, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=8000000000, taker_order_cumulative_base_asset_amount_filled=5300000000, taker_order_cumulative_quote_asset_amount_filled=775240070, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=146262839))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5ezMmq7wQdTJDjLPoLanBHmxR5RBa3SiHGEcZZiJiGcBJG4SXVT4TbCUtecxX5YSPY1kV945Vt9vCCPf7ZhvVWnR,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715682407, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), filler_reward=0, fill_record_id=6285603, base_asset_amount_filled=2700000000, quote_asset_amount_filled=394888230, taker_fee=98723, maker_fee=-9872, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    2RXuZYTbFajZVx939FHU6TFYTxJxMp94Eopr7FCFP1gf,
), taker_order_id=15341, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=8000000000, taker_order_cumulative_base_asset_amount_filled=8000000000, taker_order_cumulative_quote_asset_amount_filled=1170128300, maker=Pubkey(
    772JJ15pJV64Uit5BmV4CoJtMQHx9KRdHhizP7mAgjRQ,
), maker_order_id=1915149, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=36800000000, maker_order_cumulative_base_asset_amount_filled=2700000000, maker_order_cumulative_quote_asset_amount_filled=394888230, oracle_price=146262839))"
