Pubkey,Signature,Event Type,Log Data
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4ZMeM3u9WuKeN9bV9UftCSnWABhUvrso8LN8ghaqhzTydyD41TxVefETwZyWKXHi2GYXLF4K69t5gtknwZZtYrYP,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715675994, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), filler_reward=0, fill_record_id=6285190, base_asset_amount_filled=100000000, quote_asset_amount_filled=14560710, taker_fee=1039, maker_fee=-364, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    H5jfagEnMVNH3PMc2TU2F7tNuXE6b4zCwoL5ip1b4ZHi,
), taker_order_id=4544824, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=455700000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14560710, maker=Pubkey(
    GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,
), maker_order_id=26061, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14560710, oracle_price=145490448))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,2Nr2QHQyj5NUMAcYKNQWCgerQGv3BqYE53Sgs7bMxfzuYSYR9EGqXK7Jxc8ECXEChX3wC1iF7Rae1RuSHKCfCpJa,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715675353, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    8sc7GR6rVwiZHwUswquGP5LfeBkfmiM2zva4Q7GYiGYA,
), filler_reward=0, fill_record_id=6285141, base_asset_amount_filled=300000000, quote_asset_amount_filled=43897770, taker_fee=10975, maker_fee=-1097, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    8sc7GR6rVwiZHwUswquGP5LfeBkfmiM2zva4Q7GYiGYA,
), taker_order_id=5, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=300000000, taker_order_cumulative_base_asset_amount_filled=300000000, taker_order_cumulative_quote_asset_amount_filled=43897770, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277992087, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=60400000000, maker_order_cumulative_base_asset_amount_filled=300000000, maker_order_cumulative_quote_asset_amount_filled=43897770, oracle_price=146157727))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,54RcoyqC3C4EddhU6RDQq4vqWSdTjX71SAKv579PoTLrPw6h89a9RH75AEDG1F224LLXho1MAos1MV86yyxyzLML,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715675338, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMMJitLPSplit(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    6PQCSWJ5VdVsYFRLDzpmMrNVK3FeuiMxraLFTbAuxZaB,
), filler_reward=0, fill_record_id=6285139, base_asset_amount_filled=100000000, quote_asset_amount_filled=14625080, taker_fee=3657, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=-20464, spot_fulfillment_method_fee=None, taker=Pubkey(
    6PQCSWJ5VdVsYFRLDzpmMrNVK3FeuiMxraLFTbAuxZaB,
), taker_order_id=11, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=400000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14625080, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=146185035))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,54RcoyqC3C4EddhU6RDQq4vqWSdTjX71SAKv579PoTLrPw6h89a9RH75AEDG1F224LLXho1MAos1MV86yyxyzLML,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715675338, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    6PQCSWJ5VdVsYFRLDzpmMrNVK3FeuiMxraLFTbAuxZaB,
), filler_reward=0, fill_record_id=6285140, base_asset_amount_filled=300000000, quote_asset_amount_filled=43875240, taker_fee=10969, maker_fee=-1096, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    6PQCSWJ5VdVsYFRLDzpmMrNVK3FeuiMxraLFTbAuxZaB,
), taker_order_id=11, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=400000000, taker_order_cumulative_base_asset_amount_filled=400000000, taker_order_cumulative_quote_asset_amount_filled=58500320, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277992030, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=76400000000, maker_order_cumulative_base_asset_amount_filled=300000000, maker_order_cumulative_quote_asset_amount_filled=43875240, oracle_price=146185035))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4S5DqD5hfPQzR3CuB5yyHqWMJvChvFTW72hDuwwHTuMgn5WX1V9oMZibeZGeNrCyACPFcgQLBmgVJpzuc6VZerPV,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715675168, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    2irLPKnmJbMGLDRhw1XXe4CnPwz5VxVf7XYk69kc7V99,
), filler_reward=0, fill_record_id=6285131, base_asset_amount_filled=300000000, quote_asset_amount_filled=43879080, taker_fee=10970, maker_fee=-1096, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    2irLPKnmJbMGLDRhw1XXe4CnPwz5VxVf7XYk69kc7V99,
), taker_order_id=11, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=300000000, taker_order_cumulative_base_asset_amount_filled=300000000, taker_order_cumulative_quote_asset_amount_filled=43879080, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3665199, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=3700000000, maker_order_cumulative_base_asset_amount_filled=300000000, maker_order_cumulative_quote_asset_amount_filled=43879080, oracle_price=146170030))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5FEgQpFuE1FxNBURq4WGdd65FUGBNwvkwXCTtPtXXvgDK81xpTcKA554L7FwkPBY9iPETy28FWCX44f4di4V1hob,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715674631, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    6PQCSWJ5VdVsYFRLDzpmMrNVK3FeuiMxraLFTbAuxZaB,
), filler_reward=0, fill_record_id=6285094, base_asset_amount_filled=400000000, quote_asset_amount_filled=58544000, taker_fee=14636, maker_fee=-1463, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    6PQCSWJ5VdVsYFRLDzpmMrNVK3FeuiMxraLFTbAuxZaB,
), taker_order_id=8, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=400000000, taker_order_cumulative_base_asset_amount_filled=400000000, taker_order_cumulative_quote_asset_amount_filled=58544000, maker=Pubkey(
    DTvGR2jRB8xKumc4Vc6mFSJN6hS2cQCFfoqFG9GFiVVA,
), maker_order_id=22121, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=6900000000, maker_order_cumulative_base_asset_amount_filled=400000000, maker_order_cumulative_quote_asset_amount_filled=58544000, oracle_price=146032297))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4GxPPFFUtmrHTEFuEaynzKf3R5YUTu3UrGeaz3GxNC2Aq9xyUbDmcdkRfjEWJWyh1DjL2ytZUEWPsEkvNjhpDoSM,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715674035, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    4LJZqPYbe5UH7Y1PWqQJd84SJHsoo8fCg8C8hLM5aAGQ,
), filler_reward=0, fill_record_id=6285033, base_asset_amount_filled=300000000, quote_asset_amount_filled=43862490, taker_fee=10966, maker_fee=-1096, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    4LJZqPYbe5UH7Y1PWqQJd84SJHsoo8fCg8C8hLM5aAGQ,
), taker_order_id=1, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=300000000, taker_order_cumulative_base_asset_amount_filled=300000000, taker_order_cumulative_quote_asset_amount_filled=43862490, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3662303, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=3500000000, maker_order_cumulative_base_asset_amount_filled=300000000, maker_order_cumulative_quote_asset_amount_filled=43862490, oracle_price=146060817))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,tgMMTmKoiziZTAvwbzsTuubR4coLhNEibihPPcf4d1vgXBGmuCyzCxeFUucGGNPKMvXUa4X9sGt99zB6ADeDsCP,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715673508, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    7rD9fgvtvW499Pu1Jsahsa3VEfCr4SqjSaBw2Qryx969,
), filler_reward=0, fill_record_id=6284992, base_asset_amount_filled=2300000000, quote_asset_amount_filled=337242100, taker_fee=84311, maker_fee=-8431, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    7rD9fgvtvW499Pu1Jsahsa3VEfCr4SqjSaBw2Qryx969,
), taker_order_id=13, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=2300000000, taker_order_cumulative_base_asset_amount_filled=2300000000, taker_order_cumulative_quote_asset_amount_filled=337242100, maker=Pubkey(
    4oTeSjNig62yD4KCehU4jkpNVYowLfaTie6LTtGbmefX,
), maker_order_id=3009, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=700000000000, maker_order_cumulative_base_asset_amount_filled=2400000000, maker_order_cumulative_quote_asset_amount_filled=351904000, oracle_price=146497276))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,qr2CLxfVbGtex3YWbLkR5s9mDK8ypFAHb2EWVPyjpbw3y5Atfy7uoXH1VPJL5zfpMhtC2eKptBnd3F8T54doGCS,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715672944, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    3AMHXMHBBJMoc3QfLhB3HDz8KiG9gxUX58BL5Fn1Rhry,
), filler_reward=0, fill_record_id=6284966, base_asset_amount_filled=100000000, quote_asset_amount_filled=14627490, taker_fee=3657, maker_fee=-365, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    3AMHXMHBBJMoc3QfLhB3HDz8KiG9gxUX58BL5Fn1Rhry,
), taker_order_id=4, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=100000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14627490, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277981691, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=60300000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14627490, oracle_price=146014105))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4rFZuwgY5dMrViLHRDFQtH8drMnWamcmTM4eyqwF1LffE3Hn5mMPLwHPx3xv6u55tUsNtNWsAjiJVyUS5sKmiKf1,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715672363, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    EZDx7yS15AZvDDJCB9P4TGeyCwonoNP3hSdJNjvRnq9t,
), filler_reward=0, fill_record_id=6284938, base_asset_amount_filled=300000000, quote_asset_amount_filled=43847760, taker_fee=10962, maker_fee=-1096, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    EZDx7yS15AZvDDJCB9P4TGeyCwonoNP3hSdJNjvRnq9t,
), taker_order_id=51, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=300000000, taker_order_cumulative_base_asset_amount_filled=300000000, taker_order_cumulative_quote_asset_amount_filled=43847760, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3656043, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=3500000000, maker_order_cumulative_base_asset_amount_filled=300000000, maker_order_cumulative_quote_asset_amount_filled=43847760, oracle_price=146068441))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,gmZ91phkKnwg6iuUsx794V3iUV14GcJ4iHE86H3UoDbQ4WHfZHoty7LqKqXecFpHoWasgGVLii7s8cNxiQw9p8S,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715672302, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    GaF3DYmSKwpuRkz8AcMDiVdv7AScuE3Dvvgto9GqkN26,
), filler_reward=0, fill_record_id=6284932, base_asset_amount_filled=300000000, quote_asset_amount_filled=43830300, taker_fee=10958, maker_fee=-1095, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    GaF3DYmSKwpuRkz8AcMDiVdv7AScuE3Dvvgto9GqkN26,
), taker_order_id=46, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=300000000, taker_order_cumulative_base_asset_amount_filled=300000000, taker_order_cumulative_quote_asset_amount_filled=43830300, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3655703, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=3800000000, maker_order_cumulative_base_asset_amount_filled=300000000, maker_order_cumulative_quote_asset_amount_filled=43830300, oracle_price=145915304))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5NneyKam25C7H8yDQ2FyseZPq2vM16ZdpviT9hGw6xnbbk27vwDKsXXQK4jULWcxTZ8Kjt8cVqi1kJaqYjbMLFac,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715671797, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    2kZQnHdWpVx6Fr3gU83beZTXrsQ5G9rQCLdSAZ2KxhtL,
), filler_reward=0, fill_record_id=6284896, base_asset_amount_filled=1100000000, quote_asset_amount_filled=160735630, taker_fee=40184, maker_fee=-4018, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    2kZQnHdWpVx6Fr3gU83beZTXrsQ5G9rQCLdSAZ2KxhtL,
), taker_order_id=27, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=1100000000, taker_order_cumulative_base_asset_amount_filled=1100000000, taker_order_cumulative_quote_asset_amount_filled=160735630, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277976422, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=72200000000, maker_order_cumulative_base_asset_amount_filled=1100000000, maker_order_cumulative_quote_asset_amount_filled=160735630, oracle_price=146120315))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4B8Teh9Zdv7wbUvntZDxKd23Tve26JgEJRu44qQFfshnYzjX4PyrzTTrw4isZZG92kq5UAZUJUqF9GQNE97Hf949,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715671105, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    hKbPaCpj39papk9cYgRTRYvu3kAi3ajwLSbQ2ofKWfi,
), filler_reward=3734, fill_record_id=6284820, base_asset_amount_filled=3400000000, quote_asset_amount_filled=497913680, taker_fee=37344, maker_fee=-12447, referrer_reward=None, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    3iFchWofkKZjPheq6s9iwkcqQ96crGqsPreQA9uadQKA,
), taker_order_id=1183, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=2450900000000, taker_order_cumulative_base_asset_amount_filled=1714300000000, taker_order_cumulative_quote_asset_amount_filled=251048953280, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3650419, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=3400000000, maker_order_cumulative_base_asset_amount_filled=3400000000, maker_order_cumulative_quote_asset_amount_filled=497913680, oracle_price=146424555))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5C8VdaJm2Mbx8Bhbwc54834GEGiQbhgUyj7GH2LkBsuLhQ2NVv1xQdATQjJ2GYdAz2Pk175XkChSqKm2x86tVNmt,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715669821, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithAMMJitLPSplit(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    CDKaUJcJ1LBWh1qMQ5hML4pxhuB22gvh514WhJF4U4wU,
), filler_reward=0, fill_record_id=6284458, base_asset_amount_filled=700000000, quote_asset_amount_filled=102295620, taker_fee=25574, maker_fee=None, referrer_reward=None, quote_asset_amount_surplus=-92323, spot_fulfillment_method_fee=None, taker=Pubkey(
    CDKaUJcJ1LBWh1qMQ5hML4pxhuB22gvh514WhJF4U4wU,
), taker_order_id=340, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=3300000000, taker_order_cumulative_base_asset_amount_filled=700000000, taker_order_cumulative_quote_asset_amount_filled=102295620, maker=None, maker_order_id=None, maker_order_direction=None, maker_order_base_asset_amount=None, maker_order_cumulative_base_asset_amount_filled=None, maker_order_cumulative_quote_asset_amount_filled=None, oracle_price=146059381))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,5C8VdaJm2Mbx8Bhbwc54834GEGiQbhgUyj7GH2LkBsuLhQ2NVv1xQdATQjJ2GYdAz2Pk175XkChSqKm2x86tVNmt,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715669821, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    CDKaUJcJ1LBWh1qMQ5hML4pxhuB22gvh514WhJF4U4wU,
), filler_reward=0, fill_record_id=6284459, base_asset_amount_filled=2600000000, quote_asset_amount_filled=379955160, taker_fee=90240, maker_fee=-9498, referrer_reward=14248, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    CDKaUJcJ1LBWh1qMQ5hML4pxhuB22gvh514WhJF4U4wU,
), taker_order_id=340, taker_order_direction=PositionDirection.Short(), taker_order_base_asset_amount=3300000000, taker_order_cumulative_base_asset_amount_filled=3300000000, taker_order_cumulative_quote_asset_amount_filled=482250780, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277967071, maker_order_direction=PositionDirection.Long(), maker_order_base_asset_amount=74800000000, maker_order_cumulative_base_asset_amount_filled=2600000000, maker_order_cumulative_quote_asset_amount_filled=379955160, oracle_price=146059381))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,SvE7JCu1d6BpCGr6mxo34moF4dfpXnmSFcb4YnQzz6kniJGAfotxoYhFpmdrCz7K8cq8Sx27TNbFzHDMVaBF3QL,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715669687, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    4ZgSr2t5VT6XwqE6eGhJawkWNJpY7zc8ow96PgyyeoRB,
), filler_reward=0, fill_record_id=6284445, base_asset_amount_filled=7500000000, quote_asset_amount_filled=1096953000, taker_fee=260528, maker_fee=-27423, referrer_reward=41135, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    4ZgSr2t5VT6XwqE6eGhJawkWNJpY7zc8ow96PgyyeoRB,
), taker_order_id=6, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=7500000000, taker_order_cumulative_base_asset_amount_filled=7500000000, taker_order_cumulative_quote_asset_amount_filled=1096953000, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277966481, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=63800000000, maker_order_cumulative_base_asset_amount_filled=7500000000, maker_order_cumulative_quote_asset_amount_filled=1096953000, oracle_price=146226520))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,3Zicc9xQsss8Lhr9nQDXyCzZbC8UJCTpUtVhgY19J6qc5vNh7wGcjgkKYSKrJTXxzucNKKtQ1gHBAV9SFKwC6x7q,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715669429, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), filler_reward=0, fill_record_id=6284434, base_asset_amount_filled=3900000000, quote_asset_amount_filled=569854350, taker_fee=135341, maker_fee=-14246, referrer_reward=21369, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), taker_order_id=30, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=8700000000, taker_order_cumulative_base_asset_amount_filled=3900000000, taker_order_cumulative_quote_asset_amount_filled=569854350, maker=Pubkey(
    AY9Z97NqbkX3uoYsy3eAy21WgLeckpzboKwJ3135DQNT,
), maker_order_id=3644639, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=3900000000, maker_order_cumulative_base_asset_amount_filled=3900000000, maker_order_cumulative_quote_asset_amount_filled=569854350, oracle_price=145938572))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,3Zicc9xQsss8Lhr9nQDXyCzZbC8UJCTpUtVhgY19J6qc5vNh7wGcjgkKYSKrJTXxzucNKKtQ1gHBAV9SFKwC6x7q,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715669429, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=0, market_type=MarketType.Perp(), filler=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), filler_reward=0, fill_record_id=6284435, base_asset_amount_filled=4800000000, quote_asset_amount_filled=701463840, taker_fee=166598, maker_fee=-17536, referrer_reward=26304, quote_asset_amount_surplus=None, spot_fulfillment_method_fee=None, taker=Pubkey(
    EReftNt9T4w1TqzJEbs92EqfBota9yev1tGMhyYhQ4is,
), taker_order_id=30, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=8700000000, taker_order_cumulative_base_asset_amount_filled=8700000000, taker_order_cumulative_quote_asset_amount_filled=1271318190, maker=Pubkey(
    C13FZykQfLXKuMAMh2iuG7JxhQqd8otujNRAgVETU6id,
), maker_order_id=277965327, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=61900000000, maker_order_cumulative_base_asset_amount_filled=4800000000, maker_order_cumulative_quote_asset_amount_filled=701463840, oracle_price=145938572))"
GA7F9pnnRTEmruK4Z6oZSuXweQchnscmrtKRLeAuiSa8,4jh3nHihu5x8h4UXdZqKFTfF7FLAbaHyBWQ64SpWw7JPX8owvPq1yYd9Vqjjge4HBtqdoEbby3ezafpNyCYvcXXV,OrderActionRecord,"Event(name='OrderActionRecord', data=OrderActionRecord(ts=1715668449, action=OrderAction.Fill(), action_explanation=OrderActionExplanation.OrderFilledWithMatch(), market_index=1, market_type=MarketType.Spot(), filler=Pubkey(
    3e5QUcAj1qWHRjtphaKVguitkZx6Rnun6CSCJibnwxZM,
), filler_reward=727, fill_record_id=1797257, base_asset_amount_filled=100000000, quote_asset_amount_filled=14550000, taker_fee=7275, maker_fee=-2910, referrer_reward=None, quote_asset_amount_surplus=0, spot_fulfillment_method_fee=0, taker=Pubkey(
    BRksHqLiq2gvQw1XxsZq6DXZjD3GB5a9J63tUBgd6QS9,
), taker_order_id=49832543, taker_order_direction=PositionDirection.Long(), taker_order_base_asset_amount=150000000000, taker_order_cumulative_base_asset_amount_filled=100000000, taker_order_cumulative_quote_asset_amount_filled=14550000, maker=Pubkey(
    Bo5yaFzSdrd47JFYJLMVbrKmhmt18en8Q4enGWzf52pZ,
), maker_order_id=1200, maker_order_direction=PositionDirection.Short(), maker_order_base_asset_amount=100000000, maker_order_cumulative_base_asset_amount_filled=100000000, maker_order_cumulative_quote_asset_amount_filled=14550000, oracle_price=145792802))"
